match_id,date,league,season,team_id,opp_id,is_home,player_id,player,position,pos_slot,is_gk,started,yellow,red,minutes,rating,goals,assists,xg,xa,xg_np,shots,sot,shots_off,chances_created,touches,touches_box,dribbles,passes_acc,passes_f3,tackles,interceptions,blocks,clearances,recoveries,dribbled_past,ground_duels_won,aerials_won,duels_won,duels_lost,fouled,fouls,saves,goals_conceded,xgot_faced,saves_box,high_claims,punches,sweeper
5802905,2026-08-21,fra,2026/2027,8592,9848,1,214972,Geoffrey Kondogbia,MF,36,0,1,0,0,83,7.82,0,0,,0.01,,,,,0,91,0,0,73,8,4,3,0,2,5,0,4,1,5,1,1,0,,,,,,,
5802905,2026-08-21,fra,2026/2027,8592,9848,1,266523,Pierre-Emile Højbjerg,MF,75,0,1,0,0,90,8.4,1,0,0.13,0.07,0.13,3,1,2,1,106,1,,79,11,2,2,0,0,8,1,3,1,4,5,1,0,,,,,,,
5802905,2026-08-21,fra,2026/2027,8592,9848,1,267371,Emerson,DF,38,0,1,0,0,90,7.59,0,0,,0.02,,,,,0,85,2,1,50,6,2,1,0,2,3,1,5,1,6,4,2,1,,,,,,,
5802905,2026-08-21,fra,2026/2027,8592,9848,1,391064,Neal Maupay,FW,,0,0,0,0,1,,0,0,,0.01,,,,,0,6,0,,6,1,0,0,0,0,0,0,,0,,1,,0,,,,,,,
5802905,2026-08-21,fra,2026/2027,8592,9848,1,617310,Nayef Aguerd,DF,,0,0,1,0,15,6.44,0,0,,0.01,,,,,0,28,0,,25,2,0,0,0,1,1,0,0,2,2,1,,1,,,,,,,
5802905,2026-08-21,fra,2026/2027,8592,9848,1,687868,Jeffrey De Lange,GK,11,1,1,0,0,90,7.3,,,,,,,,,,37,,,32,,0,0,,0,6,,,,,,,0,2,0,0.08,1,0,0,0
5802905,2026-08-21,fra,2026/2027,8592,9848,1,780815,Amine Harit,FW,103,0,1,0,0,83,6.53,0,0,0.03,0.06,0.03,1,1,0,1,43,4,,23,3,2,0,0,1,1,3,3,0,3,7,1,0,,,,,,,
5802905,2026-08-21,fra,2026/2027,8592,9848,1,844437,Amine Gouiri,FW,105,0,1,0,0,90,9.02,2,0,1.33,0.02,0.54,5,3,1,1,46,9,0,25,2,1,0,0,1,3,1,4,0,4,6,3,0,,,,,,,
5802905,2026-08-21,fra,2026/2027,8592,9848,1,847629,Derek Cornelius,DF,,0,0,0,0,7,,0,0,,,,,,,0,14,0,,13,,0,1,0,0,1,0,,0,,,,0,,,,,,,
5802905,2026-08-21,fra,2026/2027,8592,9848,1,848667,Angel Gomes,MF,77,0,1,0,0,89,8.06,0,1,0.33,0.34,0.33,3,1,1,2,64,4,1,45,2,3,0,0,0,5,0,5,1,6,4,1,1,,,,,,,
5802905,2026-08-21,fra,2026/2027,8592,9848,1,889536,Timothy Weah,MF,32,0,1,0,0,90,7.17,0,0,,0.08,,,,,1,78,1,,59,9,0,0,0,2,3,0,0,1,1,3,,2,,,,,,,
5802905,2026-08-21,fra,2026/2027,8592,9848,1,956659,Himad Abdelli,MF,73,0,1,0,0,83,7.46,0,0,,0.05,,,,,0,64,0,1,54,5,1,0,0,0,6,0,2,0,2,2,,0,,,,,,,
5802905,2026-08-21,fra,2026/2027,9848,8592,0,1050822,Andrew Omobamidele,DF,34,0,1,0,0,90,6.35,0,0,,,,,,,0,53,0,,36,2,3,2,1,8,4,0,3,0,3,1,,1,,,,,,,
5802905,2026-08-21,fra,2026/2027,9848,8592,0,1071179,Giovanni Reyna,MF,,0,0,0,0,21,6.42,0,0,,,,,,,0,23,0,1,17,1,0,0,0,1,0,0,2,0,2,,1,0,,,,,,,
5802905,2026-08-21,fra,2026/2027,9848,8592,0,1156569,Sebastian Nanasi,MF,85,0,1,0,0,79,6.45,0,0,,0.03,,,,,1,22,1,1,16,2,1,0,0,0,1,0,2,0,2,1,,0,,,,,,,
5802905,2026-08-21,fra,2026/2027,9848,8592,0,1177312,Sékou Mara,FW,115,0,1,1,0,69,5.8,0,0,,,,,,,0,15,0,0,6,1,1,0,0,0,3,0,1,0,1,5,,1,,,,,,,
5802905,2026-08-21,fra,2026/2027,8592,9848,1,1187227,CJ Egan-Riley,DF,34,0,1,0,0,75,7.49,0,0,,0.03,,,,,1,78,2,,71,1,1,1,0,2,4,0,1,1,2,,,0,,,,,,,
5802905,2026-08-21,fra,2026/2027,9848,8592,0,1200984,Filip Jörgensen,GK,11,1,1,0,0,90,5.54,,,,0.01,,,,,,48,,,29,2,0,0,,3,7,,,,,,,0,4,4,2.02,3,1,1,0
5802905,2026-08-21,fra,2026/2027,8592,9848,1,1265963,Igor Paixão,FW,107,0,1,0,0,90,7.76,0,0,0.02,0.07,0.02,1,1,0,0,59,6,2,33,6,1,0,0,0,2,3,5,0,5,6,2,1,,,,,,,
5802905,2026-08-21,fra,2026/2027,9848,8592,0,1336846,Mateo Del Blanco,DF,,0,0,0,0,11,6,0,0,,,,,,,0,5,0,,3,,0,0,0,1,1,1,0,0,,2,,1,,,,,,,
5802905,2026-08-21,fra,2026/2027,8592,9848,1,1353104,Tochukwu Nnadi,MF,,0,0,0,0,7,,0,0,,0.02,,,,,0,27,1,,24,2,0,0,0,0,2,0,,0,,,,0,,,,,,,
5802905,2026-08-21,fra,2026/2027,9848,8592,0,1395704,Guéla Doué,DF,32,0,1,0,0,90,4.95,0,0,0.05,0.01,0.05,1,0,1,0,52,3,0,21,3,1,0,1,3,2,2,1,3,4,6,,1,,,,,,,
5802905,2026-08-21,fra,2026/2027,9848,8592,0,1417802,Pape Demba Diop,MF,,0,0,0,0,21,6.72,0,0,,,,,,,0,28,0,,17,2,3,1,0,1,3,0,3,0,3,,,0,,,,,,,
5802905,2026-08-21,fra,2026/2027,9848,8592,0,1418073,Samuel Amo-Ameyaw,FW,83,0,1,1,0,69,6.21,0,0,0.03,0.01,0.03,1,0,1,0,34,1,1,13,,1,1,0,0,3,0,4,0,4,6,2,0,,,,,,,
5802905,2026-08-21,fra,2026/2027,9848,8592,0,1436942,Lucas Høgsberg,DF,36,0,1,0,0,90,6.14,0,0,,0.01,,,,,2,68,0,,51,5,1,1,0,4,2,1,1,2,3,2,,1,,,,,,,
5802905,2026-08-21,fra,2026/2027,9848,8592,0,1598170,Samir El Mourabet,MF,66,0,1,0,1,59,5.01,0,0,,0.14,,,,,1,40,0,1,22,1,2,1,0,0,5,1,3,0,3,5,,2,,,,,,,
5802905,2026-08-21,fra,2026/2027,9848,8592,0,1603755,Gessime Yassine,FW,87,0,1,0,0,90,6.94,0,0,0.09,0.02,0.09,2,1,1,0,36,2,4,16,1,1,1,0,1,5,0,8,0,8,4,3,2,,,,,,,
5802905,2026-08-21,fra,2026/2027,8592,9848,1,1638922,Keyliane Abdallah,FW,,0,0,0,0,7,,1,0,0.02,0.02,0.02,1,1,0,0,22,4,2,14,,0,0,0,0,0,0,3,0,3,,1,0,,,,,,,
5802905,2026-08-21,fra,2026/2027,9848,8592,0,1647186,Genesis Antwi,DF,38,0,1,0,0,79,6.4,0,0,,0.01,,,,,0,38,0,,20,3,2,1,0,1,3,0,2,1,3,1,,0,,,,,,,
5802905,2026-08-21,fra,2026/2027,9848,8592,0,1666019,Fabio Baldé,FW,,0,0,0,0,11,6.2,0,0,,,,,,,1,6,1,1,2,,0,0,0,0,0,1,1,0,1,2,,0,,,,,,,
5802905,2026-08-21,fra,2026/2027,9848,8592,0,1677224,Jacobo Ortega,FW,,0,0,0,0,21,6.17,0,0,,,,,,,0,7,0,,3,,1,0,0,0,1,0,1,0,1,1,,0,,,,,,,
5802905,2026-08-21,fra,2026/2027,9848,8592,0,1701117,Diogo Sousa,MF,64,0,1,0,0,69,5.91,0,0,0.01,0.03,0.01,1,1,0,0,27,0,0,14,2,2,0,0,1,2,1,2,0,2,7,,3,,,,,,,
